a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,date,genre,mp_rating,runtime,titles,year
"
        ,
        26,513",83%,"
                Hailee Steinfeld","
                Woody Harrelson","
                Kyra Sedgwick","$14,260,193 ",170,95,18-Nov-16,"
                        Comedy,
                        Drama","R (for sexual content, language and some drinking - all involving teens)","
                    98 minutes
                ","
                The Edge of Seventeen",-2016
,,,,,,,,,,,,,
"
        ,
        9,958",91%,"
                Min-hee Kim","
                Ha Jung-woo","
                Cho Jin-Woong","$2,004,919 ",175,95,21-Oct-16,"
                        Art House & International,
                        Drama,
                        Romance",NR,"
                    145 minutes
                ","
                The Handmaiden (Ah-ga-ssi)",-2016
,,,,,,,,,,,,,
"
        ,
        106,038",86%,"
                Benedict Cumberbatch","
                Tilda Swinton","
                Rachel McAdams","$232,630,718 ",273,90,4-Nov-16,"
                        Action & Adventure,
                        Science Fiction & Fantasy","PG-13 (for sci-fi violence and action throughout, and an intense crash sequence)","
                    130 minutes
                ","
                Doctor Strange",-2016
,,,,,,,,,,,,,
"
        ,
        16,431",92%,"
                Ferdia Walsh-Peelo","
                Lucy Boynton","
                Jack Reynor","$3,233,839 ",178,95,15-Apr-16,"
                        Art House & International,
                        Drama,
                        Musical & Performing Arts","PG-13 (for thematic elements including strong language and some bullying behavior, a suggestive image, drug material and teen smoking)","
                    106 minutes
                ","
                Sing Street",-2016
,,,,,,,,,,,,,
"
        ,
        32,456",83%,"
                Helen Mirren","
                Alan Rickman","
                Aaron Paul","$16,641,379 ",185,95,1-Apr-16,"
                        Drama,
                        Mystery & Suspense",R (for some violence images and language.),"
                    102 minutes
                ","
                Eye In The Sky",-2016
,,,,,,,,,,,,,
"
        ,
        3,098",90%,"
                Violett Beane","
                Blair Jackson","
                Josephine McAdam","$98,092 ",78,100,21-Mar-17,"
                        Animation,
                        Documentary",NR,"
                    82 minutes
                ","
                Tower",-2016
,,,,,,,,,,,,,
"
        ,
        39,800",57%,"
                Anya Taylor-Joy","
                Ralph Ineson","
                Kate Dickie","$19,239,494 ",264,91,1-Apr-16,"
                        Horror",R (for disturbing violent content and graphic nudity),"
                    92 minutes
                ","
                The Witch",-2016
,,,,,,,,,,,,,
"
        ,
        18,978",69%,"
                Keegan-Michael Key","
                Gillian Jacobs","
                Mike Birbiglia","$4,417,983 ",124,98,22-Jul-16,"
                        Comedy",R (for language and some drug use),"
                    92 minutes
                ","
                Don't Think Twice",-2016
,,,,,,,,,,,,,
"
        ,
        7,764",83%,"
                Anthony Weiner","
                Huma Abedin","
                Barbara Morgan","$1,675,196 ",149,97,20-May-16,"
                        Documentary",R (for language and some sexual material),"
                    96 minutes
                ","
                Weiner",-2016
,,,,,,,,,,,,,
"
        ,
        55,006",79%,"
                Russell Crowe","
                Ryan Gosling","
                Angourie Rice","$32,261,515 ",254,92,20-May-16,"
                        Comedy,
                        Drama","R (for violence, sexuality, nudity, language and brief drug use)","
                    116 minutes
                ","
                The Nice Guys",-2016
,,,,,,,,,,,,,
"
        ,
        35,751",75%,"
                Denzel Washington","
                Viola Davis","
                Stephen Henderson","$57,642,961 ",217,94,25-Dec-16,"
                        Drama","PG-13 (for thematic elements, language and some suggestive references)","
                    133 minutes
                ","
                Fences",-2016
,,,,,,,,,,,,,
"
        ,
        23,753",91%,"
                Julian Dennison","
                Sam Neill","
                Rima Te Wiata","$5,202,582 ",172,97,24-Jun-16,"
                        Action & Adventure,
                        Comedy","NR (for thematic elements including violent content, and for some language)","
                    101 minutes
                ","
                Hunt for the Wilderpeople",-2016
,,,,,,,,,,,,,
"
        ,
        19,963",60%,"
                Kate Beckinsale","
                Chloë Sevigny","
                Xavier Samuel","$14,013,564 ",183,97,13-May-16,"
                        Comedy,
                        Drama",PG (for some thematic elements),"
                    94 minutes
                ","
                Love & Friendship",-2016
,,,,,,,,,,,,,
"
        ,
        34,492",86%,"
                Art Parkinson","
                Charlize Theron","
                Ralph Fiennes","$48,019,281 ",187,97,19-Aug-16,"
                        Action & Adventure,
                        Animation,
                        Science Fiction & Fantasy","PG (for thematic elements, scary images, action and peril)","
                    101 minutes
                ","
                Kubo and the Two Strings",-2016
,,,,,,,,,,,,,
"
        ,
        6,452",70%,"
                Isabelle Huppert","
                André Marcon","
                Roman Kolinka","$335,929 ",130,100,2-Dec-16,"
                        Art House & International,
                        Drama",PG-13 (for brief language and drug use),"
                    100 minutes
                ","
                Things to Come (L'avenir)",-2016
,,,,,,,,,,,,,
"
        ,
        15,378",71%,"
                Adam Driver","
                Golshifteh Farahani","
                Barry Shabaka Henley","$2,141,423 ",220,96,28-Dec-16,"
                        Comedy,
                        Drama",R (for some language),"
                    115 minutes
                ","
                Paterson",-2016
,,,,,,,,,,,,,
"
        ,
        175,476",89%,"
                Chris Evans","
                Robert Downey Jr.","
                Scarlett Johansson","$408,080,554 ",325,91,6-May-16,"
                        Action & Adventure,
                        Science Fiction & Fantasy","PG-13 (for extended sequences of violence, action and mayhem)","
                    146 minutes
                ","
                Captain America: Civil War",-2016
,,,,,,,,,,,,,
"
        ,
        67,344",89%,"
                Auli'i Cravalho","
                Dwayne Johnson","
                Temuera Morrison","$248,752,120 ",231,96,23-Nov-16,"
                        Action & Adventure,
                        Animation,
                        Kids & Family","PG (for peril, some scary images and brief thematic elements)","
                    103 minutes
                ","
                Moana",-2016
,,,,,,,,,,,,,
"
        ,
        180,634",84%,"
                Ellen DeGeneres","
                Albert Brooks","
                Hayden Rolence","$486,292,984 ",276,94,17-Jun-16,"
                        Animation",PG (for mild thematic elements),"
                    100 minutes
                ","
                Finding Dory",-2016
