no_reviews,ranks,ratings,t_links,titles
82,6., 96%,/m/time-out-l-emploi-du-temps,Time Out (L' Emploi du temps) (2001)
138,7., 93%,/m/in_the_bedroom,In the Bedroom (2001)
53,8., 96%,/m/im_going_home,I'm Going Home (2001)
155,9., 92%,/m/ghost_world,Ghost World (2001)
127,10., 93%,/m/spy_kids,Spy Kids (2001)
65,11., 95%,/m/the-endurance,The Endurance (2001)
59,12., 95%,/m/lagaan_once_upon_a_time_in_india,Lagaan: Once Upon a Time in India (2001)
108,13., 93%,/m/hedwig_and_the_angry_inch,Hedwig and the Angry Inch (2001)
134,14., 92%,/m/y_tu_mama_tambien,Y Tu Mama Tambien (2001)
98,15., 93%,/m/no_mans_land,No Man's Land (2001)
70,16., 94%,/m/under_the_sand,Sous le sable (Under the Sand) (2001)
70,17., 94%,/m/last_resort_2001,Last Resort (2001)
119,18., 92%,/m/devils_backbone,The Devil's Backbone (El Espinazo del diablo) (2001)
114,19., 92%,/m/amores_perros,Amores Perros (2001)
81,20., 93%,/m/apocalypse_now_redux_2001,Apocalypse Now Redux (2001)
177,21., 89%,/m/amelie,Amélie (2001)
201,22., 88%,/m/shrek,Shrek (2001)
95,23., 92%,/m/dogtown_and_zboys,Dogtown and Z-Boys (2001)
93,24., 92%,/m/startupcom,Startup.com (2001)
60,25., 93%,/m/the_circle_2001,The Circle (Dayereh) (2001)
85,26., 92%,/m/mostly_martha,Mostly Martha (Bella Martha) (2001)
52,27., 92%,/m/millennium_actress_2001,Millennium Actress (Sennen joyû) (2001)
122,28., 89%,/m/in_the_mood_for_love_2001,In the Mood for Love (2001)
91,29., 90%,/m/1075984-iron_monkey,Iron Monkey (2001)
79,30., 90%,/m/together_2001,Together (2001)
97,31., 89%,/m/kandahar_le_soleil_derriere_la_lune,Kandahar: Le soleil derrière la lune (2001)
44,32., 91%,/m/dinner_rush,Dinner Rush (2001)
61,33., 90%,/m/divided_we_fall,Divided We Fall (2001)
80,34., 89%,/m/1108624-road_home,The Road Home (Wo de fu qin mu qin) (2001)
52,35., 90%,/m/our_song,Our Song (2001)
154,36., 86%,/m/gosford_park,Gosford Park (2001)
42,37., 90%,/m/life_and_debt,Life And Debt (2001)
42,38., 90%,/m/eureka_2001,Eureka (2001)
61,39., 89%,/m/trembling-before-gd,Trembling Before G-d (2001)
84,40., 88%,/m/italian_for_beginners,Italian for Beginners (2001)
56,41., 89%,/m/ginger_snaps,Ginger Snaps (2001)
46,42., 89%,/m/101_reykjavik,101 Reykjavik (2001)
44,43., 89%,/m/how_i_killed_my_father,Comment j'ai tué mon père (My Father and I) (2001)
115,44., 86%,/m/donnie_darko,Donnie Darko (2001)
57,45., 88%,/m/day_i_became_a_woman,Roozi ke zan shodam (The Day I Became a Woman) (2001)
171,46., 83%,/m/mulholland_dr,Mulholland Drive (2001)
77,47., 86%,/m/va_savoir,Va Savoir (2001)
47,48., 87%,/m/calle_54,Calle 54 (2001)
151,49., 83%,/m/1109257-others,The Others (2001)
98,50., 85%,/m/nowhere-in-africa,Nowhere in Africa (Nirgendwo in Afrika) (2001)
70,51., 86%,/m/faithless_2001,Faithless (2001)
169,52., 82%,/m/oceans_eleven,Ocean's Eleven (2001)
80,53., 85%,/m/closet,The Closet (Le Placard) (2001)
193,54., 80%,/m/harry_potter_and_the_sorcerers_stone,Harry Potter and the Sorcerer's Stone (2001)
113,55., 83%,/m/thirteen_conversations_about_one_thing,Thirteen Conversations About One Thing (2001)
59,56., 85%,/m/1111741-rain,Rain (2001)
157,57., 81%,/m/man_who_wasnt_there,The Man Who Wasn't There (2001)
116,58., 82%,/m/deep_end,The Deep End (2001)
83,59., 83%,/m/1106648-lie,L.I.E. (2001)
157,60., 80%,/m/bridget_jones_diary,Bridget Jones's Diary (2001)
50,61., 84%,/m/what_time_is_it_there,Ni na bian ji dian (What Time Is It Over There?) (2001)
43,62., 84%,/m/little_otik,Little Otik (2001)
141,63., 80%,/m/waking_life,Waking Life (2001)
75,64., 81%,/m/innocence2000,Innocence (2001)
92,65., 80%,/m/business_of_strangers,The Business of Strangers (2001)
63,66., 81%,/m/diamond_men,Diamond Men (2001)
193,67., 76%,/m/1107863-moulin_rouge,Moulin Rouge! (2001)
110,68., 79%,/m/1111227-iris,Iris (2001)
57,69., 81%,/m/lumumba,Lumumba (2001)
54,70., 81%,/m/jump_tomorrow,Jump Tomorrow (2001)
204,71., 75%,/m/beautiful_mind,A Beautiful Mind (2001)
122,72., 78%,/m/1104203-pledge,The Pledge (2001)
171,73., 76%,/m/black_hawk_down,Black Hawk Down (2001)
98,74., 78%,/m/tape,Tape (2001)
116,75., 77%,/m/tailor_of_panama,The Tailor of Panama (2001)
190,76., 73%,/m/ai_artificial_intelligence,A.I. Artificial Intelligence (2001)
61,77., 77%,/m/our_lady_of_the_assassins,Our Lady of the Assassins (2001)
125,78., 74%,/m/cats_meow,The Cat's Meow (2001)
139,79., 73%,/m/snatch,Snatch (2001)
157,80., 72%,/m/training_day,Training Day (2001)
128,81., 73%,/m/1108799-score,The Score (2001)
75,82., 75%,/m/jimmy_neutron_boy_genius,Jimmy Neutron - Boy Genius (2001)
120,83., 73%,/m/brotherhood_of_the_wolf,Brotherhood of the Wolf (2001)
115,84., 73%,/m/buffalo_soldiers,Buffalo Soldiers (2001)
88,85., 74%,/m/songcatcher,Songcatcher (2001)
113,86., 73%,/m/joy_ride,Joy Ride (2001)
55,87., 75%,/m/me_you_them,Me You Them (2001)
72,88., 74%,/m/tortilla_soup,Tortilla Soup (2001)
98,89., 73%,/m/before_night_falls,Before Night Falls (2001)
84,90., 73%,/m/fat_girl,Fat Girl (2001)
46,91., 74%,/m/behind_the_sun,Behind the Sun (2001)
83,92., 72%,/m/piano_teacher,The Piano Teacher (La Pianiste) (2001)
107,93., 71%,/m/made,Made (2001)
67,94., 72%,/m/chopper,Chopper (2001)
92,95., 71%,/m/baby_boy,Baby Boy (2001)
65,96., 72%,/m/1116582-experiment,Das Experiment (The Experiment) (2001)
61,97., 72%,/m/happy_accidents,Happy Accidents (2001)
70,98., 71%,/m/lady_and_the_duke,The Lady and the Duke (2001)
62,99., 71%,/m/bread_and_tulips,Bread & Tulips (2001)
138,100., 68%,/m/legally_blonde,Legally Blonde (2001)
170,1., 97%,/m/chicken_run,Chicken Run (2000)
58,2., 100%,/m/le_gout_des_autres_2000,Le goût des autres (The Taste of Others) (2000)
54,3., 98%,/m/croupier,Croupier (2000)
65,4., 97%,/m/the_life_and_times_of_hank_greenberg,The Life and Times of Hank Greenberg (2000)
79,5., 96%,/m/yi_yi,Yi Yi (2000)
102,6., 95%,/m/you_can_count_on_me,You Can Count On Me (2000)
169,7., 92%,/m/memento,Memento (2000)
111,8., 94%,/m/best_in_show,Best in Show (2000)
156,9., 92%,/m/1103281-traffic,Traffic (2000)
164,10., 91%,/m/1095420-high_fidelity,High Fidelity (2000)
44,11., 95%,/m/not_one_less,Not One Less (2000)
68,12., 94%,/m/dark_days,Dark Days (2000)
40,13., 95%,/m/filth_and_the_fury,The Filth and the Fury (2000)
154,14., 90%,/m/cast_away,Cast Away (2000)
165,15., 88%,/m/almost_famous,Almost Famous (2000)
56,16., 91%,/m/1104207-panic,Panic (2000)
48,17., 90%,/m/aimee_and_jaguar,Aimée & Jaguar (2000)
82,18., 88%,/m/exorcist_the_version_youve_never_seen,Exorcist: The Version You've Never Seen (2000)
129,19., 86%,/m/sexy_beast,Sexy Beast (2000)
76,20., 88%,/m/widow_of_st_pierre,The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre) (2000)
94,21., 87%,/m/girlfight,Girlfight (2000)
115,22., 86%,/m/state_and_main,State and Main (2000)
128,23., 85%,/m/emperors_new_groove,The Emperor's New Groove (2000)
146,24., 84%,/m/meet_the_parents,Meet the Parents (2000)
145,25., 84%,/m/erin_brockovich,Erin Brockovich (2000)
116,26., 85%,/m/billy_elliot,Billy Elliot (2000)
88,27., 86%,/m/original_kings_of_comedy,The Original Kings of Comedy (2000)
130,28., 84%,/m/nurse_betty,Nurse Betty (2000)
53,29., 87%,/m/nico_and_dani,Nico and Dani (Krámpack) (2000)
45,30., 87%,/m/battle_royale,Battle Royale (2000)
86,31., 85%,/m/chuck_and_buck,Chuck & Buck (2000)
119,32., 83%,/m/thirteen_days,Thirteen Days (2000)
166,33., 81%,/m/xmen,X-Men (2000)
42,34., 86%,/m/chunhyangdyun_2000,Chunhyangdyun (2000)
135,35., 81%,/m/shadow_of_the_vampire,Shadow of the Vampire (2000)
61,36., 84%,/m/1097991-george_washington,George Washington (2000)
124,37., 81%,/m/wonder_boys,Wonder Boys (2000)
51,38., 84%,/m/merci_pour_le_chocolat,Merci pour le chocolat (2000)
94,39., 82%,/m/ghost_dog_the_way_of_the_samurai,Ghost Dog - The Way of the Samurai (2000)
88,40., 82%,/m/love_and_basketball,Love and Basketball (2000)
108,41., 81%,/m/pollock,Pollock (2000)
82,42., 82%,/m/fantasia_2000,Fantasia 2000 (2000)
96,43., 81%,/m/house_of_mirth,The House of Mirth (2000)
42,44., 83%,/m/lakeboat,Lakeboat (2000)
134,45., 79%,/m/shanghai_noon,Shanghai Noon (2000)
55,46., 82%,/m/the_vertical_ray_of_the_sun,The Vertical Ray of the Sun (Mua he chieu thang dung) (2000)
186,47., 76%,/m/gladiator,Gladiator (2000)
134,48., 78%,/m/requiem_for_a_dream,Requiem for a Dream (2000)
149,49., 77%,/m/o_brother_where_art_thou,"O Brother, Where Art Thou? (2000)"
119,50., 78%,/m/space_cowboys,Space Cowboys (2000)
49,51., 80%,/m/tao_of_steve,The Tao of Steve (2000)
130,52., 76%,/m/1100998-contender,The Contender (2000)
125,53., 75%,/m/quills,Quills (2000)
50,54., 78%,/m/keep_the_river_on_your_right,Keep the River on Your Right (2000)
95,55., 76%,/m/virgin_suicides,The Virgin Suicides (2000)
125,56., 74%,/m/finding_forrester,Finding Forrester (2000)
132,57., 73%,/m/remember_the_titans,Remember the Titans (2000)
74,58., 75%,/m/rugrats_in_paris,Rugrats in Paris - The Movie (2000)
46,59., 76%,/m/tigerland,Tigerland (2000)
51,60., 75%,/m/code_unknown,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000)
82,61., 73%,/m/my_dog_skip,My Dog Skip (2000)
78,62., 73%,/m/the_big_kahuna,The Big Kahuna (2000)
64,63., 73%,/m/1097859-sunshine,Sunshine (2000)
124,64., 70%,/m/frequency,Frequency (2000)
161,65., 68%,/m/unbreakable,Unbreakable (2000)
142,66., 68%,/m/charlies_angels,Charlie's Angels (2000)
142,67., 68%,/m/american_psycho,American Psycho (2000)
115,68., 69%,/m/keeping_the_faith,Keeping the Faith (2000)
52,69., 71%,/m/gangster-no-1,Gangster No. 1 (2000)
49,70., 71%,/m/shadow_magic,Shadow Magic (2000)
115,71., 68%,/m/dancer_in_the_dark,Dancer in the Dark (2000)
115,72., 68%,/m/u571,U-571 (2000)
113,73., 68%,/m/1098038-shaft,Shaft (2000)
43,74., 70%,/m/grateful_dawg,Grateful Dawg (2000)
81,75., 68%,/m/timecode,Timecode (2000)
100,76., 67%,/m/1095081-boiler_room,Boiler Room (2000)
99,77., 67%,/m/small_time_crooks,Small Time Crooks (2000)
57,78., 68%,/m/about_adam,About Adam (2000)
122,79., 65%,/m/1097046-dinosaur,Dinosaur (2000)
96,80., 64%,/m/yards,The Yards (2000)
117,81., 63%,/m/bring_it_on,Bring It On (2000)
89,82., 64%,/m/anywhere_but_here,Anywhere but Here (2000)
116,83., 62%,/m/chocolat,Chocolat (2000)
89,84., 63%,/m/1099492-saving_grace,Saving Grace (2000)
134,85., 61%,/m/1098149-patriot,The Patriot (2000)
70,86., 63%,/m/wonderland_2000,Wonderland (2000)
84,87., 62%,/m/claim,The Claim (2000)
98,88., 61%,/m/return_to_me,Return to Me (2000)
73,89., 62%,/m/the-tigger-movie,The Tigger Movie (2000)
83,90., 61%,/m/princess_and_the_warrior,Der Krieger und die Kaiserin (The Princess and the Warrior) (2000)
144,91., 57%,/m/mission_impossible_2,Mission: Impossible 2 (2000)
50,92., 60%,/m/kikujiro,Kikujiro (2000)
119,93., 57%,/m/1103231-gift,The Gift (2000)
43,94., 60%,/m/alice_et_martin,Alice et Martin (2000)
107,95., 57%,/m/dr_t_and_the_women,Dr. T and the Women (2000)
105,96., 57%,/m/pitch_black,Pitch Black (2000)
91,97., 57%,/m/1097259-road_trip,Road Trip (2000)
88,98., 57%,/m/1097245-hamlet,Hamlet (2000)
69,99., 57%,/m/godzilla_2000,Godzilla 2000 (2000)
131,100., 53%,/m/how_the_grinch_stole_christmas,Dr. Seuss' How the Grinch Stole Christmas (2000)
163,1., 100%,/m/toy_story_2,Toy Story 2 (1999)
135,2., 96%,/m/iron_giant,The Iron Giant (1999)
133,3., 96%,/m/insider,The Insider (1999)
84,4., 98%,/m/todo_sobre_mi_madre_1999,Todo sobre mi madre (All About My Mother) (1999)
39,5., 100%,/m/mr_death_the_rise_and_fall_of_fred_a_leuchter_jr,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
90,6., 96%,/m/straight_story,The Straight Story (1999)
128,7., 94%,/m/three_kings,Three Kings (1999)
125,8., 93%,/m/being_john_malkovich,Being John Malkovich (1999)
106,9., 92%,/m/princess_mononoke_1999,Princess Mononoke (Mononoke-hime) (1999)
106,10., 92%,/m/election,Election (1999)
180,11., 88%,/m/american_beauty,American Beauty (1999)
82,12., 93%,/m/run_lola_run,Run Lola Run (1999)
80,13., 93%,/m/limey,The Limey (1999)
49,14., 94%,/m/american_movie,American Movie (1999)
116,15., 90%,/m/galaxy_quest,Galaxy Quest (1999)
73,16., 92%,/m/1087053-go,Go (1999)
154,17., 87%,/m/blair_witch_project,The Blair Witch Project (1999)
142,18., 87%,/m/matrix,The Matrix (1999)
73,19., 90%,/m/october_sky,October Sky (1999)
104,20., 88%,/m/tarzan,Tarzan (1999)
46,21., 91%,/m/1087935-buena_vista_social_club,Buena Vista Social Club (1999)
83,22., 89%,/m/topsyturvy,Topsy-Turvy (1999)
150,23., 85%,/m/sixth_sense,The Sixth Sense (1999)
40,24., 90%,/m/show_me_love,Show Me Love (Fucking Åmål) (1999)
40,25., 90%,/m/girl_on_the_bridge,Girl on the Bridge (La Fille sur le Pont) (1999)
76,26., 88%,/m/boys_dont_cry,Boys Don't Cry (1999)
53,27., 89%,/m/himalaya,Himalaya (L'Enfance d'un Chef) (Caravan) (1999)
143,28., 83%,/m/magnolia,Magnolia (1999)
41,29., 88%,/m/felicias_journey,Felicia's Journey (1999)
127,30., 83%,/m/talented_mr_ripley,The Talented Mr. Ripley (1999)
46,31., 87%,/m/liberty_heights,Liberty Heights (1999)
56,32., 86%,/m/cookies_fortune,Cookie's Fortune (1999)
113,33., 83%,/m/1093641-hurricane,The Hurricane (1999)
65,34., 85%,/m/1091577-ideal_husband,An Ideal Husband (1999)
42,35., 86%,/m/trekkies,Trekkies (1999)
98,36., 83%,/m/notting_hill,Notting Hill (1999)
164,37., 79%,/m/fight_club,Fight Club (1999)
46,38., 85%,/m/open_your_eyes_1999,Open Your Eyes (Abre los Ojos) (1999)
132,39., 80%,/m/green_mile,The Green Mile (1999)
109,40., 81%,/m/bowfinger,Bowfinger (1999)
94,41., 81%,/m/south_park_bigger_longer_and_uncut,"South Park: Bigger, Longer & Uncut (1999)"
67,42., 82%,/m/1093901-tumbleweeds,Tumbleweeds (1999)
66,43., 82%,/m/beyond_the_mat,Beyond the Mat (1999)
96,44., 79%,/m/office_space,Office Space (1999)
52,45., 81%,/m/happy_texas,"Happy, Texas (1999)"
71,46., 80%,/m/audition_1999,Audition (Ôdishon) (1999)
48,47., 81%,/m/jesus_son,Jesus' Son (1999)
147,48., 74%,/m/eyes_wide_shut,Eyes Wide Shut (1999)
60,49., 78%,/m/sweet_and_lowdown,Sweet and Lowdown (1999)
46,50., 78%,/m/get_real,Get Real (1999)
45,51., 78%,/m/twin_falls_idaho,Twin Falls Idaho (1999)
68,52., 76%,/m/1093843-mansfield_park,Mansfield Park (1999)
43,53., 77%,/m/adventures_of_elmo_in_grouchland,The Adventures of Elmo in Grouchland (1999)
59,54., 76%,/m/lock_stock_and_two_smoking_barrels,"Lock, Stock and Two Smoking Barrels (1999)"
48,55., 75%,/m/besieged,Besieged (1999)
111,56., 71%,/m/cider_house_rules,The Cider House Rules (1999)
105,57., 71%,/m/bringing_out_the_dead,Bringing Out the Dead (1999)
42,58., 74%,/m/the_red_violin,The Red Violin (Le violon rouge) (1999)
71,59., 72%,/m/1093551-best_man,The Best Man (1999)
45,60., 73%,/m/dinner_game,The Dinner Game (Le Dîner de cons) (1999)
102,61., 70%,/m/analyze_this,Analyze This (1999)
99,62., 70%,/m/thomas_crown_affair_the,The Thomas Crown Affair (1999)
127,63., 68%,/m/sleepy_hollow,Sleepy Hollow (1999)
63,64., 71%,/m/existenz,Existenz (1999)
71,65., 70%,/m/1090805-dick,Dick (1999)
126,66., 67%,/m/dogma,Dogma (1999)
103,67., 67%,/m/stir_of_echoes,Stir of Echoes (1999)
75,68., 68%,/m/titus,Titus (1999)
79,69., 67%,/m/1090918-midsummer_nights_dream,William Shakespeare's 'A Midsummer Night's Dream' (1999)
97,70., 66%,/m/stuart_little,Stuart Little (1999)
66,71., 67%,/m/1093671-end_of_the_affair,The End of the Affair (1999)
118,72., 63%,/m/1093579-man_on_the_moon,Man on the Moon (1999)
55,73., 65%,/m/map_of_the_world,A Map of the World (1999)
89,74., 63%,/m/music_of_the_heart,Music of the Heart (1999)
69,75., 64%,/m/cradle_will_rock,Cradle Will Rock (1999)
90,76., 62%,/m/arlington_road,Arlington Road (1999)
124,77., 60%,/m/american_pie,American Pie (1999)
65,78., 63%,/m/ride_with_the_devil_1999,Ride With the Devil (1999)
216,79., 55%,/m/star_wars_episode_i_the_phantom_menace,Star Wars: Episode I - The Phantom Menace (1999)
56,80., 63%,/m/muppets_from_space,Muppets From Space (1999)
46,81., 63%,/m/edtv,EDtv (1999)
103,82., 60%,/m/mystery_men,Mystery Men (1999)
63,83., 62%,/m/10_things_i_hate_about_you,10 Things I Hate About You (1999)
56,84., 61%,/m/wood,The Wood (1999)
92,85., 57%,/m/1090759-deep_blue_sea,Deep Blue Sea (1999)
86,86., 57%,/m/1087270-mummy,The Mummy (1999)
81,87., 57%,/m/never_been_kissed,Never Been Kissed (1999)
80,88., 57%,/m/blast_from_the_past,Blast From the Past (1999)
77,89., 56%,/m/mumford,Mumford (1999)
114,90., 54%,/m/girl_interrupted,"Girl, Interrupted (1999)"
137,91., 51%,/m/world_is_not_enough,The World Is Not Enough (1999)
74,92., 54%,/m/1087648-payback,Payback (1999)
121,93., 51%,/m/any_given_sunday,Any Given Sunday (1999)
85,94., 52%,/m/angelas_ashes,Angela's Ashes (1999)
41,95., 54%,/m/1084928-true_crime,True Crime (1999)
97,96., 51%,/m/summer_of_sam,Summer of Sam (1999)
77,97., 52%,/m/muse,The Muse (1999)
85,98., 51%,/m/austin_powers_the_spy_who_shagged_me,Austin Powers: The Spy Who Shagged Me (1999)
74,99., 50%,/m/outside_providence,Outside Providence (1999)
78,100., 49%,/m/cruel_intentions,Cruel Intentions (1999)
125,1., 94%,/m/truman_show,The Truman Show (1998)
89,2., 96%,/m/antz,Antz (1998)
132,3., 92%,/m/saving_private_ryan,Saving Private Ryan (1998)
131,4., 92%,/m/shakespeare_in_love,Shakespeare in Love (1998)
63,5., 95%,/m/gods_and_monsters,Gods and Monsters (1998)
88,6., 93%,/m/1083436-1083436-out_of_sight,Out of Sight (1998)
85,7., 92%,/m/bugs_life,A Bug's Life (1998)
48,8., 94%,/m/central-do-brasil-central-station,Central Station (Central do Brasil) (1998)
42,9., 93%,/m/the_dreamlife_of_angels,The Dreamlife of Angels (1998)
102,10., 89%,/m/rushmore,Rushmore (1998)
64,11., 91%,/m/ever_after_a_cinderella_story,Ever After: A Cinderella Story (1998)
69,12., 90%,/m/simple_plan,A Simple Plan (1998)
45,13., 91%,/m/cure_1997,Cure (1998)
61,14., 89%,/m/one_true_thing,One True Thing (1998)
47,15., 89%,/m/apostle,The Apostle (1998)
93,16., 85%,/m/pleasantville,Pleasantville (1998)
73,17., 86%,/m/mulan,Mulan (1998)
54,18., 87%,/m/pi,Pi (1998)
57,19., 86%,/m/hilary_and_jackie,Hilary and Jackie (1998)
50,20., 86%,/m/1083414-parent_trap,The Parent Trap (1998)
83,21., 83%,/m/theres_something_about_mary,There's Something About Mary (1998)
82,22., 83%,/m/american_history_x,American History X (1998)
49,23., 84%,/m/1094041-last_night,Last Night (1998)
90,24., 81%,/m/big_lebowski,The Big Lebowski (1998)
59,25., 83%,/m/waking_ned_devine,Waking Ned Devine (1998)
47,26., 83%,/m/1084175-happiness,Happiness (1998)
60,27., 82%,/m/1084153-elizabeth,Elizabeth (1998)
70,28., 81%,/m/mask_of_zorro,The Mask of Zorro (1998)
76,29., 80%,/m/primary_colors,Primary Colors (1998)
91,30., 79%,/m/1084146-thin_red_line,The Thin Red Line (1998)
84,31., 79%,/m/prince_of_egypt,The Prince of Egypt (1998)
48,32., 81%,/m/1087427-general,The General (1998)
61,33., 80%,/m/slums_of_beverly_hills,Slums of Beverly Hills (1998)
61,34., 80%,/m/he_got_game,He Got Game (1998)
41,35., 80%,/m/opposite_of_sex,The Opposite of Sex (1998)
41,36., 80%,/m/live_flesh,Live Flesh (Carne trémula) (1998)
67,37., 78%,/m/1057370-beloved,Beloved (1998)
48,38., 79%,/m/little_voice,Little Voice (1998)
57,39., 77%,/m/your_friends_and_neighbors,Your Friends & Neighbors (1998)
66,40., 76%,/m/bulworth,Bulworth (1998)
58,41., 76%,/m/buffalo_66,Buffalo '66 (1998)
81,42., 74%,/m/dark_city,Dark City (1998)
56,43., 75%,/m/1083481-negotiator,The Negotiator (1998)
57,44., 74%,/m/horse_whisperer,The Horse Whisperer (1998)
40,45., 75%,/m/mighty,The Mighty (1998)
43,46., 74%,/m/next_stop_wonderland,Next Stop Wonderland (1998)
43,47., 74%,/m/1083326-les_miserables,Les Miserables (1998)
84,48., 71%,/m/enemy_of_the_state,Enemy of the State (1998)
44,49., 73%,/m/high_art,High Art (1998)
57,50., 72%,/m/last_days_of_disco,Last Days of Disco (1998)
83,51., 69%,/m/youve_got_mail,You've Got Mail (1998)
49,52., 71%,/m/wilde,Wilde (1998)
45,53., 71%,/m/1083688-return_to_paradise,Return to Paradise (1998)
62,54., 68%,/m/ronin,Ronin (1998)
61,55., 67%,/m/wedding_singer,The Wedding Singer (1998)
80,56., 65%,/m/1083659-rounders,Rounders (1998)
72,57., 65%,/m/xfiles_fight_the_future,The X-Files - Fight the Future (1998)
52,58., 65%,/m/hideous_kinky,Hideous Kinky (1998)
58,59., 64%,/m/wild_things,Wild Things (1998)
62,60., 63%,/m/babe_pig_in_the_city,Babe: Pig in the City (1998)
53,61., 62%,/m/clay_pigeons,Clay Pigeons (1998)
52,62., 62%,/m/kurt_and_courtney,Kurt & Courtney (1998)
50,63., 62%,/m/sliding_doors,Sliding Doors (1998)
70,64., 60%,/m/rush_hour,Rush Hour (1998)
68,65., 60%,/m/civil_action,A Civil Action (1998)
55,66., 60%,/m/1082855-twilight,Twilight (1998)
53,67., 60%,/m/playing_by_heart,Playing by Heart (1998)
49,68., 59%,/m/rugrats_movie,The Rugrats Movie (1998)
60,69., 58%,/m/city_of_angels,City of Angels (1998)
53,70., 58%,/m/permanent_midnight,Permanent Midnight (1998)
93,71., 54%,/m/1083484-blade,Blade (1998)
67,72., 55%,/m/star_trek_insurrection,Star Trek: Insurrection (1998)
69,73., 54%,/m/what_dreams_may_come,What Dreams May Come (1998)
51,74., 55%,/m/1083171-perfect_murder,A Perfect Murder (1998)
42,75., 55%,/m/velvet_goldmine,Velvet Goldmine (1998)
54,76., 54%,/m/why_do_fools_fall_in_love,Why Do Fools Fall In Love (1998)
55,77., 53%,/m/apt_pupil,Apt Pupil (Un Élève Doué) (1998)
51,78., 53%,/m/faculty,The Faculty (1998)
66,79., 52%,/m/lethal_weapon_4,Lethal Weapon 4 (1998)
60,80., 52%,/m/two_girls_and_a_guy,Two Girls and a Guy (1998)
58,81., 52%,/m/halloween_h20_1998,Halloween H20 (1998)
46,82., 52%,/m/1084582-mighty_joe_young,Mighty Joe Young (1998)
44,83., 52%,/m/pecker,Pecker (1998)
65,84., 49%,/m/fear_and_loathing_in_las_vegas,Fear and Loathing in Las Vegas (1998)
42,85., 50%,/m/dance_with_me,Dance with Me (1998)
49,86., 49%,/m/how_stella_got_her_groove_back,How Stella Got Her Groove Back (1998)
49,87., 49%,/m/object_of_my_affection,The Object of My Affection (1998)
47,88., 49%,/m/corruptor,The Corruptor (1998)
52,89., 48%,/m/deep_impact,Deep Impact (1998)
44,90., 48%,/m/small_soldiers,Small Soldiers (1998)
61,91., 44%,/m/1085113-siege,The Siege (1998)
55,92., 44%,/m/stepmom,Stepmom (1998)
52,93., 44%,/m/very_bad_things,Very Bad Things (1998)
116,94., 39%,/m/armageddon,Armageddon (1998)
51,95., 43%,/m/dr_dolittle,Dr. Dolittle (1998)
50,96., 42%,/m/baseketball,BASEketball (1998)
65,97., 40%,/m/snake_eyes,Snake Eyes (1998)
58,98., 40%,/m/cant_hardly_wait,Can't Hardly Wait (1998)
76,99., 37%,/m/1084964-psycho,Psycho (1998)
48,100., 38%,/m/john_carpenters_vampires,John Carpenter's Vampires (1998)
109,1., 99%,/m/la_confidential,L.A. Confidential (1997)
57,2., 100%,/m/sweet_hereafter,The Sweet Hereafter (1997)
73,3., 97%,/m/good_will_hunting,Good Will Hunting (1997)
181,4., 88%,/m/titanic,Titanic (1997)
85,5., 92%,/m/men_in_black,Men in Black (1997)
44,6., 95%,/m/full_monty,The Full Monty (1997)
84,7., 92%,/m/faceoff,Face/Off (1997)
68,8., 93%,/m/boogie_nights,Boogie Nights (1997)
49,9., 94%,/m/ulees_gold,Ulee's Gold (1997)
49,10., 94%,/m/mrs_brown,Mrs. Brown (1997)
83,11., 88%,/m/chasing_amy,Chasing Amy (1997)
54,12., 89%,/m/in_the_company_of_men,In the Company of Men (1997)
79,13., 87%,/m/jackie_brown,Jackie Brown (1997)
60,14., 88%,/m/spanish_prisoner,The Spanish Prisoner (1997)
48,15., 88%,/m/affliction,Affliction (1997)
55,16., 87%,/m/donnie_brasco,Donnie Brasco (1997)
73,17., 85%,/m/wag_the_dog,Wag the Dog (1997)
77,18., 84%,/m/as_good_as_it_gets,As Good as It Gets (1997)
52,19., 85%,/m/1079818-anastasia,Anastasia (1997)
62,20., 84%,/m/ice_storm,The Ice Storm (1997)
48,21., 85%,/m/rosewood,Rosewood (1997)
54,22., 83%,/m/1078028-hercules,Hercules (1997)
74,23., 81%,/m/scream_2,Scream 2 (1997)
86,24., 80%,/m/1084398-life_is_beautiful,Life Is Beautiful (La Vita è bella) (1997)
57,25., 82%,/m/gattaca,Gattaca (1997)
45,26., 82%,/m/1080867-rainmaker,The Rainmaker (1997)
69,27., 80%,/m/the_boxer,The Boxer (1997)
69,28., 80%,/m/grosse_pointe_blank,Grosse Pointe Blank (1997)
54,29., 81%,/m/liar_liar,Liar Liar (1997)
51,30., 80%,/m/1077077-breakdown,Breakdown (1997)
41,31., 80%,/m/soul_food,Soul Food (1997)
54,32., 78%,/m/air_force_one,Air Force One (1997)
51,33., 78%,/m/1075777-private_parts,Private Parts (1997)
61,34., 77%,/m/butcher_boy,The Butcher Boy (1997)
63,35., 76%,/m/amistad,Amistad (1997)
59,36., 76%,/m/kundun,Kundun (1997)
62,37., 73%,/m/cop_land,Cop Land (1997)
61,38., 72%,/m/fifth_element,The Fifth Element (1997)
58,39., 72%,/m/my_best_friends_wedding,My Best Friend's Wedding (1997)
